qid,language,lang_code,question,context,options,gold,answer_type,category,difficulty,rationale,source
q002,Arabic,ara-ARE,في حالة استمرار المبيعات في هذا الاتجاه، في أي عام سيكون عدد أقراص الفيديو الرقمية المُباعة أقل من  1  مليون حسب النموذج؟,معادلة الخط المستقيم هي  d = 254 – 22n  ، حيث إنّ  d  يمثّل عدد أقراص الفيديو الرقمية المُباعة (بالملايين)، كما تمثّل  n  عدد السنوات بعد عام  2008.,"[""A) 2015"", ""B) 2018"", ""C) 2020"", ""D) 2022""]",C,mc,Math,level 6,254 – 22n < 1,"PISA 2022, math, DVD sales"
q002,Azerbaijani / Azeri,aze-QAZ,"Əgər bu satış tendensiyası davam edərsə, yuxarıdakı bərabərliyə əsasən hansı ildə satılan DVD-lərin sayı 1 milyondan az olacaq?","Xəttin tənliyi budur:d = 254 – 22n, burada d satılmış DVD-lərin sayı (milyonla) və n 2008-ci ildən sonrakı illərin sayıdır.","[""A) 2015"", ""B) 2018"", ""C) 2020"", ""D) 2022""]",C,mc,Math,level 6,254 – 22n < 1,"PISA 2022, math, DVD sales"
q002,Basque,eus-ESP,Grafikoari zuzen bat gehitu zaio datu puntu horiek eredu matematiko baten bidez adierazteko.,"Ardatz horizontaleko balioek urteen kopurua adierazten dute, 2008 urtetik aurrera. Jarri kurtsorea grafikoko puntuen gainean, puntu bakoitzaren koordenatuak ikusteko. Adibidez, (0,  252,9) puntuak adierazten du 252,9 milioi DVD saldu zirela 2008an. Aldi berean, (1,  234,6) puntuak adierazten du 234,6 milioi DVD saldu zirela 2009an, eta abar.","[""A) 2015"", ""B) 2018"", ""C) 2020"", ""D) 2022""]",C,mc,Math,level 6,254 – 22n < 1,"PISA 2022, math, DVD sales"
q002,Bokmål,nob-NOR,"Hvis denne salgstrenden fortsetter, i hvilket år vil antallet solgte DVD-er bli mindre enn 1 million ifølge modellen?","Likningen for linja er d = 254 - 22n, hvor d er antall solgte DVD-er (i millioner), og n er antall år etter 2008.","[""A) 2015"", ""B) 2018"", ""C) 2020"", ""D) 2022""]",C,mc,Math,level 6,254 – 22n < 1,"PISA 2022, math, DVD sales"
q002,Bosnian,bos-BIH,"Ako se ovakav trend prodaje nastavi, koje godine će, prema ovom modelu, broj prodatih DVD-a biti manji od 1 milion?","Jednačina linije je d = 254 – 22n, pri čemu je d broj prodatih DVD-a (u milionima) a n je broj godina nakon 2008. godine.","[""A) 2015."", ""B) 2018"", ""C) 2020"", ""D) 2022""]",C,mc,Math,level 6,254 – 22n < 1,"PISA 2022, math, DVD sales"
q002,Bulgarian,bul-BGR,"Ако тази тенденция на продажбите продължи, през коя година броят на продадените DVD-та ще е по-малък от 1 милион според този модел?","Уравнението на правата е d = 254 – 22n, където d е броят продадени DVD-та (в милиони), а n е броят години след 2008 г.","[""A) 2015"", ""B) 2018"", ""C) 2020"", ""D) 2022""]",C,mc,Math,level 6,254 – 22n < 1,"PISA 2022, math, DVD sales"
q002,Catalan,cat-ESP,"Si aquesta tendència de vendes continua, en quin any el nombre de DVD venuts serà inferior a 1 milió segons el model?","L'equació de la línia és d = 254 – 22n, on d és el nombre de DVD venuts (en milions) i n és el nombre d'anys després del 2008.","[""A) 2015"", ""B) 2018"", ""C) 2020"", ""D) 2022""]",C,mc,Math,level 6,254 – 22n < 1,"PISA 2022, math, DVD sales"
q002,Chinese,zho-CHN,如果此销售趋势持续下去的话，根据该模型，哪一年 DVD 销量会少于 1 百万张？,这条线的方程是 d = 254 – 22n，其中 d 是 DVD 销量（以百万为单位），n 是 2008 年之后的年数。,"[""A) 2015"", ""B) 2018"", ""C) 2020"", ""D) 2022""]",C,mc,Math,level 6,254 – 22n < 1,"PISA 2022, math, DVD sales"
q002,Croatian,hrv-HRV,"Ako se nastavi ovakav trend prodaje, koje će godine broj prodanih DVD-ova biti manji od 1 milijun prema ovom modelu?","Jednadžba krivulje je d = 254 - 22n, pri čemu d označava broj prodanih DVD-ova (u milijunima), a n označava broj godina nakon 2008.","[""A) 2015."", ""B) 2018"", ""C) 2020"", ""D) 2022""]",C,mc,Math,level 6,254 – 22n < 1,"PISA 2022, math, DVD sales"
q002,Czech,ces-CZE,"Pokud vývoj prodeje bude pokračovat, v kterém roce klesne podle modelu počet prodaných DVD pod 1 milion?","Pro přímku platí rovnice d = 254 – 22n, kde d je počet prodaných DVD (v milionech) a n je počet let od roku 2008.","[""A) 2015"", ""B) 2018"", ""C) 2020"", ""D) 2022""]",C,mc,Math,level 6,254 – 22n < 1,"PISA 2022, math, DVD sales"
q002,Danish,dan-DNK,"Hvilket år vil antallet af solgte DVD'er være mindre end 1 million ifølge modellen, hvis tendensen for salget fortsætter?","Linjens ligning er d = 254 – 22n, hvor d er antallet af solgte DVD'er (i millioner) og n er antallet af år efter 2008.","[""A) 2015"", ""B) 2018"", ""C) 2020"", ""D) 2022""]",C,mc,Math,level 6,254 – 22n < 1,"PISA 2022, math, DVD sales"
q002,Dutch,nld-NLD,"Als deze verkooptrend zich doorzet, in welk jaar zal het aantal verkochte dvd's dan minder dan 1 miljoen zijn volgens het model?","De vergelijking van de lijn is  d = 254 – 22n, waarbij d het aantal verkochte dvd's (in miljoen) is en n het aantal jaren na 2008.","[""A) 2015"", ""B) 2018"", ""C) 2020"", ""D) 2022""]",C,mc,Math,level 6,254 – 22n < 1,"PISA 2022, math, DVD sales"
q002,English,eng-CAN,"If this sales trend continues, in what year will the number of DVDs sold be less than 1 million according to the model?","The equation of the line is d = 254 – 22n, where d is the number of DVDs sold (in millions) and n is the number of years after 2008.","[""A) 2015"", ""B) 2018"", ""C) 2020"", ""D) 2022""]",C,mc,Math,level 6,254 – 22n < 1,"PISA 2022, math, DVD sales"
q002,Estonian,est-EST,"Kui see müügitrend jätkub, siis mis aastal jääb müüdud DVD-de arv selle mudeli kohaselt alla 1 miljoni?","Joone võrrand on d = 254 – 22n, kus d on müüdud DVD-de arv (miljonites) ja n on aastate arv pärast aastat 2008.","[""A) 2015"", ""B) 2018"", ""C) 2020"", ""D) 2022""]",C,mc,Math,level 6,254 – 22n < 1,"PISA 2022, math, DVD sales"
q002,Finnish,fin-FIN,"Jos myynnin kehityssuunta jatkuu samanlaisena, minä vuonna myytyjen DVD-levyjen lukumäärä jää tämän mallin mukaan alle 1 miljoonan?","Suoran yhtälö on d = 254 – 22n, missä d on myytyjen DVD-levyjen lukumäärä (miljoonissa) ja n vuoden 2008 jälkeisten vuosien lukumäärä.","[""A) 2015"", ""B) 2018"", ""C) 2020"", ""D) 2022""]",C,mc,Math,level 6,254 – 22n < 1,"PISA 2022, math, DVD sales"
q002,French,fra-FRA,"Si cette évolution des ventes se poursuit, en quelle année le nombre de DVD vendus sera-t-il inférieur à 1 million d'après le modèle ?","L'équation de la droite est d = 254 – 22n, où d représente le nombre de DVD vendus (en millions) et n représente le nombre d'années après 2008.","[""A) 2015"", ""B) 2018"", ""C) 2020"", ""D) 2022""]",C,mc,Math,level 6,254 – 22n < 1,"PISA 2022, math, DVD sales"
q002,Galician,glg-ESP,"Se continuase esta tendencia das vendas, en que ano o número de DVD vendidos sería inferior a 1 millón segundo o modelo?","A ecuación da recta é d = 254 – 22n, onde d corresponde ao número de DVD vendidos (en millóns) e n corresponde ao número de anos despois de 2008.","[""A) 2015"", ""B) 2018"", ""C) 2020"", ""D) 2022""]",C,mc,Math,level 6,254 – 22n < 1,"PISA 2022, math, DVD sales"
q002,Georgian,geo-GEO,"თუ გაყიდვების ასეთი ტენდენცია გაგრძელდება, ამ მოდელის თანახმად რომელ წელს იქნება გაყიდული DVD-ის რაოდენობა 1 მილიონზე ნაკლები?","წრფის განტოლება არის d = 254 – 22n, სადაც d აღნიშნავს გაყიდული DVD–ის რაოდენობას (მილიონებში), ხოლო n არის წლების რაოდენობა 2008 წლის შემდეგ.","[""A) 2015"", ""B) 2018"", ""C) 2020"", ""D) 2022""]",C,mc,Math,level 6,254 – 22n < 1,"PISA 2022, math, DVD sales"
q002,German,deu-DEU,"In welchem Jahr wird nach diesem Modell die Anzahl verkaufter DVDs niedriger als 1 Million sein, wenn diese Entwicklung der Verkäufe anhält?","Die Gleichung der Geraden ist d = 254 – 22n, wobei d die Anzahl verkaufter DVDs (in Millionen) ist und n für die Anzahl der Jahre nach 2008 steht.","[""A) 2015"", ""B) 2018"", ""C) 2020"", ""D) 2022""]",C,mc,Math,level 6,254 – 22n < 1,"PISA 2022, math, DVD sales"
q002,Greek,ell-GRC,"Αν αυτή η τάση των πωλήσεων συνεχιστεί, σε ποιο έτος ο αριθμός των πωλήσεων DVD θα είναι χαμηλότερος από 1 εκατομμύριο σύμφωνα με το μαθηματικό μοντέλο;","Η εξίσωση της ευθείας είναι d = 254 – 22n, όπου το d είναι ο αριθμός των πωλήσεων DVD (σε εκατομμύρια) και το n είναι ο αριθμός των ετών μετά το 2008.","[""A) Εμφάνιση του Μέσου Όρου μιας στήλης"", ""B) 2018"", ""C) 2020"", ""D) 2022""]",C,mc,Math,level 6,254 – 22n < 1,"PISA 2022, math, DVD sales"
q002,Hebrew,heb-ISR,"לפי המודל, אם תימשך מגמה זו במכירות, באיזו שנה יהיה מספר תקליטורי ה-DVD שיימכרו קטן ממיליון?","משוואת הישר היא d = 254 – 22nכאשר d מייצג את מספר תקליטורי ה-DVD שנמכרו (במיליונים), ו-n מייצג את מספר השנים שחלפו מאז שנת 2008.","[""A) 2015"", ""B) 2018"", ""C) 2020"", ""D) 2022""]",C,mc,Math,level 6,254 – 22n < 1,"PISA 2022, math, DVD sales"
q002,Hungarian,hun-HUN,"Ha az eladások ezt a tendenciát követik, a modell szerint az eladott DVD-k száma melyik évben lesz először kevesebb, mint 1 millió?","Az egyenes egyenlete d = 254 – 22n, ahol d az eladott DVD-k számát (millió), és n pedig a 2008 óta eltelt évek számát jelöli.","[""A) 2015"", ""B) 2018"", ""C) 2020"", ""D) 2022""]",C,mc,Math,level 6,254 – 22n < 1,"PISA 2022, math, DVD sales"
q002,Icelandic,isl-ISL,"Ef þessi söluþróun heldur áfram, hvaða ár verður þá fjöldi seldra DVD diska undir 1 milljón samkvæmt líkaninu?","Jafna línunnar er d = 254 – 22n, þar sem d er fjöldi seldra DVD diska (í milljónum) og n er fjöldi ára eftir 2008.","[""A) Birta meðaltal dálks"", ""B) 2018"", ""C) 2020"", ""D) 2022""]",C,mc,Math,level 6,254 – 22n < 1,"PISA 2022, math, DVD sales"
q002,Indonesian,ind-IDN,"Jika tren penjualan ini berlanjut, pada tahun berapakah jumlah DVD yang terjual akan kurang dari 1 juta menurut model tersebut?","Persamaan garisnya adalah d = 254 – 22n, dengan d adalah jumlah DVD yang terjual (dalam juta) dan n adalah jumlah tahun setelah 2008.","[""A) 2015"", ""B) 2018"", ""C) 2020"", ""D) 2022""]",C,mc,Math,level 6,254 – 22n < 1,"PISA 2022, math, DVD sales"
q002,Italian,ita-ITA,"Se questo andamento delle vendite continuasse, in quale anno il numero di DVD venduti sarebbe inferiore a 1 milione secondo il modello?","L'equazione della retta è d = 254 - 22n, dove d rappresenta il numero di DVD venduti (in milioni) e n rappresenta il numero di anni dopo il 2008.","[""A) Visualizza la media di una colonna"", ""B) 2018"", ""C) 2020"", ""D) 2022""]",C,mc,Math,level 6,254 – 22n < 1,"PISA 2022, math, DVD sales"
q002,Japanese,jpn-JPN,この販売傾向が続いた場合、この関係に基づくと、DVDの販売数が百万枚より少なくなるのは何年になるでしょうか。,直線の式は、 d をDVDの販売数（百万枚）、n を2008年以降の年数とすると、 d = 254 – 22n で表されます。,"[""A) 2015"", ""B) 2018"", ""C) 2020"", ""D) 2022""]",C,mc,Math,level 6,254 – 22n < 1,"PISA 2022, math, DVD sales"
q002,Kazakh,kaz-KAZ,"Егер осы сатылым үрдісі жалғасса, модельге сәйкес сатылған DVD-лер саны қай жылы 1 миллионнан кем болады?","Түзудің теңдеуі d = 254 - 22n, мұнда d – сатылған DVD-лер саны (миллион), n – 2008-ші жылдан кейінгі жылдар саны.","[""A) 2015"", ""B) 2018"", ""C) 2020"", ""D) 2022""]",C,mc,Math,level 6,254 – 22n < 1,"PISA 2022, math, DVD sales"
q002,Korean,kor-KOR,"이러한 판매 동향이 지속된다고 할 때, 이 모델에 따르면 몇 년도에 DVD 판매량이 1백만 장 미만이 되는가?","직선의 방정식은 d = 254 – 22n이고, 여기에서 d는 DVD 판매량(단위: 백만 장), n은 2008년 이후 년 수이다.","[""A) 열의 평균을 나타내시오."", ""B) 2018"", ""C) 2020"", ""D) 2022""]",C,mc,Math,level 6,254 – 22n < 1,"PISA 2022, math, DVD sales"
q002,Latvian,lav-LVA,"Kurā gadā pārdoto DVD skaits būs mazāks par 1 miljonu, ja šī pārdošanas tendence turpināsies (saskaņā ar modeli)?","Līnijas vienādojums ir d = 254 – 22n, kur d ir pārdoto DVD skaits (miljonos) un n ir gadu skaits pēc 2008. gada.","[""A) 2015."", ""B) 2018"", ""C) 2020"", ""D) 2022""]",C,mc,Math,level 6,254 – 22n < 1,"PISA 2022, math, DVD sales"
q002,Lithuanian,lit-LTU,"Jeigu ši pardavimo tendencija tęsis, kuriais metais, remiantis šiuo modeliu, parduotų DVD diskų skaičius bus mažesnis nei 1 milijonas?","Tiesės lygtis yra d = 254 – 22n, kur d yra parduotų DVD diskų skaičius (milijonais), o n – metų skaičius nuo 2008 metų.","[""A) 2015"", ""B) 2018"", ""C) 2020"", ""D) 2022""]",C,mc,Math,level 6,254 – 22n < 1,"PISA 2022, math, DVD sales"
q002,Malay,msa-MYS,"Jika trend jualan ini berterusan, pada tahun bilakah bilangan DVD yang terjual kurang daripada 1 juta mengikut model?","Persamaan bagi garis lurus itu ialah d = 254 – 22n, iaitu d merupakan bilangan DVD terjual (juta) dan n ialah bilangan tahun selepas 2008.","[""A) 2015"", ""B) 2018"", ""C) 2020"", ""D) 2022""]",C,mc,Math,level 6,254 – 22n < 1,"PISA 2022, math, DVD sales"
q002,Nynorsk,nno-NOR,"Dersom denne salstrenden held fram, i kva år vil talet på selde DVD-ar bli lågare enn 1 million ifølgje modellen?","Likninga for linja er d = 254 - 22n, der d er talet på selde DVD-ar (i millionar), og n er talet på år etter 2008.","[""A) 2015"", ""B) 2018"", ""C) 2020"", ""D) 2022""]",C,mc,Math,level 6,254 – 22n < 1,"PISA 2022, math, DVD sales"
q002,Polish,pol-POL,"W którym roku liczba sprzedanych płyt DVD będzie mniejsza niż 1 milion, jeśli utrzyma się trend sprzedaży zgodny z tym modelem?","Równanie dorysowanej prostej to d = 254 – 22n, gdzie d oznacza liczbę sprzedanych płyt DVD (w milionach) a n - liczbę lat po roku 2008.","[""A) 2015"", ""B) 2018"", ""C) 2020"", ""D) 2022""]",C,mc,Math,level 6,254 – 22n < 1,"PISA 2022, math, DVD sales"
q002,Portuguese,por-PRT,"De acordo com o modelo, se a tendência das vendas se mantiver, em que ano o número de DVD vendidos será inferior a 1 milhão?","A equação da reta é d = 254 – 22n, em que d é o número de DVD vendidos (em milhões) e n é o número de anos após 2008.","[""A) 2015"", ""B) 2018"", ""C) 2020"", ""D) 2022""]",C,mc,Math,level 6,254 – 22n < 1,"PISA 2022, math, DVD sales"
